"study_outcome","gender","highest_education","age_band","cluster","intial.weeks..active","mid.weeks..active","late.weeks..active","sum_initial_weeks_clicks","total_students","sum_mid_weeks_clicks","sum_late_weeks_clicks","sum_x","sum_y","sum_all_weeks_clicks","weeks_active","sum_score","initial_weeks_clicks_per_student","mid_weeks_clicks_per_student","late_weeks_clicks_per_student","avg_clicks_per_student","percent_weeks_active","x","y","grade","gender_age_band","xposition","yposition","avg_score","score_bucket","gender_grade","group_id"
"Fail","M","A Level or Equivalent","35-55",3,1,1,1,29612,68,96190,19304,-82.159502010499,-66.7576714940423,145106,204,4323.34285714286,435,1415,284,2134,100,-1.20822797074263,-0.981730463147681,"Fail","M - 35-55",18.7917720292574,4.01826953685232,64,"g60","M - g60","2019f5"
"Fail","M","A Level or Equivalent","55<=",1,0,1,0,0,1,4,0,1.46704525790203,0.315846765872715,4,1,47,0,4,0,4,33.3333333333333,1.46704525790203,0.315846765872715,"Fail","M - 55<=",21.467045257902,5.31584676587272,47,"l60","M - l60","2614d5"
"Fail","M","A Level or Equivalent","55<=",3,1,1,0,285,2,69,0,-0.590175831032549,-1.89036604171502,354,4,150,142,34,0,177,66.6666666666667,-0.295087915516275,-0.945183020857511,"Fail","M - 55<=",19.7049120844837,4.05481697914249,75,"g60","M - g60","8d3425"
"Fail","M","A Level or Equivalent","55<=",3,1,1,1,35,1,40,6,0.793091579826956,-0.741441843373181,81,3,34.5,35,40,6,81,100,0.793091579826956,-0.741441843373181,"Fail","M - 55<=",20.793091579827,4.25855815662682,34,"l60","M - l60","d213ba"
"Fail","M","HE Qualification","0-35",1,0,1,0,0,1,26,0,0.539369194814748,-0.665703396876347,26,1,92.5,0,26,0,26,33.3333333333333,0.539369194814748,-0.665703396876347,"Fail","M - 0-35",20.5393691948147,4.33429660312365,92,"g60","M - g60","457c27"
"Fail","M","HE Qualification","0-35",1,1,1,0,331,2,588,0,1.90957419513724,0.270549289865812,919,4,163.5,166,294,0,460,66.6666666666667,0.954787097568618,0.135274644932906,"Fail","M - 0-35",20.9547870975686,5.13527464493291,82,"g60","M - g60","0de9ae"
"Fail","M","HE Qualification","0-35",1,1,1,1,306,5,1010,28,5.67460962352708,0.944979066490276,1344,15,418.933333333333,61,202,6,269,100,1.13492192470542,0.188995813298055,"Fail","M - 0-35",21.1349219247054,5.18899581329805,84,"g60","M - g60","c2eb46"
"Fail","M","HE Qualification","0-35",2,0,1,0,0,4,73,0,4.35257167695168,-7.48036872940921,73,4,79.3333333333333,0,18,0,18,33.3333333333333,1.08814291923792,-1.8700921823523,"Fail","M - 0-35",21.0881429192379,3.1299078176477,20,"l60","M - l60","36b3ad"
"Fail","M","HE Qualification","0-35",2,1,0,0,1031,14,0,0,18.8096027700006,-26.1542710489686,1031,14,32,74,0,0,74,33.3333333333333,1.34354305500004,-1.86816221778347,"Fail","M - 0-35",21.343543055,3.13183778221653,2,"l60","M - l60","3dd87a"
"Fail","M","HE Qualification","0-35",2,1,1,0,6957,46,9363,0,32.6072819494283,-53.5757247234401,16320,92,2239.95429292929,151,204,0,355,66.6666666666667,0.708853955422353,-1.16468966790087,"Fail","M - 0-35",20.7088539554224,3.83531033209913,49,"l60","M - l60","0fd977"
"Fail","M","HE Qualification","0-35",2,1,1,1,5615,31,17362,2032,15.2042772909558,-26.8268043101353,25009,93,1681.18925518926,181,560,66,807,100,0.490460557772767,-0.865380784197914,"Fail","M - 0-35",20.4904605577728,4.13461921580209,54,"l60","M - l60","b84303"
"Fail","M","HE Qualification","0-35",3,0,1,0,0,3,145,0,1.15771018043669,-5.17863785345005,145,3,171,0,48,0,48,33.3333333333333,0.385903393478898,-1.72621261781668,"Fail","M - 0-35",20.3859033934789,3.27378738218332,57,"l60","M - l60","d161b1"
"Fail","M","HE Qualification","0-35",3,1,0,0,664,9,0,0,6.38304514345477,-21.01045548435,664,9,136,74,0,0,74,33.3333333333333,0.709227238161641,-2.33449505381667,"Fail","M - 0-35",20.7092272381616,2.66550494618333,15,"l60","M - l60","e9f72f"
"Fail","M","HE Qualification","0-35",3,1,1,0,17501,66,26628,0,-21.1339090255639,-106.901048865829,44129,132,4542.59321789322,265,403,0,669,66.6666666666667,-0.320210742811574,-1.61971286160347,"Fail","M - 0-35",19.6797892571884,3.38028713839653,69,"g60","M - g60","d889fd"
"Fail","M","HE Qualification","0-35",3,1,1,1,16541,45,45750,16814,-51.4247477017897,-65.8761914307002,79105,135,2864.19635642136,368,1017,374,1758,100,-1.14277217115088,-1.46391536512667,"Fail","M - 0-35",18.8572278288491,3.53608463487333,64,"g60","M - g60","1c2f67"
"Fail","M","HE Qualification","35-55",1,1,1,0,260,4,443,0,4.35459569612977,1.99947001734498,703,8,313.787301587301,65,111,0,176,66.6666666666667,1.08864892403244,0.499867504336244,"Fail","M - 35-55",21.0886489240324,5.49986750433624,78,"g60","M - g60","215962"
"Fail","M","HE Qualification","35-55",2,0,1,0,0,4,53,0,4.33108163011994,-5.38006878600362,53,4,71,0,13,0,13,33.3333333333333,1.08277040752998,-1.34501719650091,"Fail","M - 35-55",21.08277040753,3.6549828034991,18,"l60","M - l60","143b60"
"Fail","M","HE Qualification","35-55",2,1,0,0,247,7,0,0,8.95120767911648,-10.5431659701525,247,7,0,35,0,0,35,33.3333333333333,1.2787439541595,-1.50616656716465,"Fail","M - 35-55",21.2787439541595,3.49383343283535,0,"l60","M - l60","97ef66"
"Fail","M","HE Qualification","35-55",2,1,1,0,5465,29,7790,0,9.46802612234911,-17.320138197409,13255,58,1819.07857142857,188,269,0,457,66.6666666666667,0.326483659391348,-0.597246144738242,"Fail","M - 35-55",20.3264836593914,4.40275385526176,63,"g60","M - g60","57b0e3"
"Fail","M","HE Qualification","35-55",2,1,1,1,6913,30,23088,4586,0.569393453636331,-16.3626630162284,34587,90,1578.15458152958,230,770,153,1153,100,0.0189797817878777,-0.545422100540946,"Fail","M - 35-55",20.0189797817879,4.45457789945905,53,"l60","M - l60","f61dea"
"Fail","M","HE Qualification","35-55",3,0,1,0,0,2,96,0,1.18272986851691,-4.61183034838733,96,2,10,0,48,0,48,33.3333333333333,0.591364934258457,-2.30591517419366,"Fail","M - 35-55",20.5913649342585,2.69408482580634,5,"l60","M - l60","e6cc46"
"Fail","M","HE Qualification","35-55",3,1,0,0,399,4,0,0,0.028858989992717,-7.36209675360071,399,4,180,100,0,0,100,33.3333333333333,0.00721474749817924,-1.84052418840018,"Fail","M - 35-55",20.0072147474982,3.15947581159982,45,"l60","M - l60","dfbafe"
"Fail","M","HE Qualification","35-55",3,1,1,0,14004,41,18199,0,-24.1416063344374,-44.4946230439054,32203,82,3025.59166666667,342,444,0,785,66.6666666666667,-0.588819666693595,-1.08523470838794,"Fail","M - 35-55",19.4111803333064,3.91476529161206,74,"g60","M - g60","585a93"
"Fail","M","HE Qualification","35-55",3,1,1,1,16388,26,47009,7600,-47.7365146408549,-22.9098347156994,70997,78,1732.18398268398,630,1808,292,2731,100,-1.83601979387903,-0.88114748906536,"Fail","M - 35-55",18.163980206121,4.11885251093464,67,"g60","M - g60","3f124b"
"Fail","M","HE Qualification","55<=",1,1,1,0,50,1,105,0,1.27200265891758,0.415630146109583,155,2,46.3333333333333,50,105,0,155,66.6666666666667,1.27200265891758,0.415630146109583,"Fail","M - 55<=",21.2720026589176,5.41563014610958,46,"l60","M - l60","5070bc"
"Fail","M","HE Qualification","55<=",2,1,1,0,768,5,992,0,1.94788391829547,-1.2622450622585,1760,10,274.333333333333,154,198,0,352,66.6666666666667,0.389576783659093,-0.252449012451701,"Fail","M - 55<=",20.3895767836591,4.7475509875483,55,"l60","M - l60","f848a2"
"Fail","M","HE Qualification","55<=",2,1,1,1,453,3,1282,147,0.399912764437778,-0.0761226559518329,1882,9,199.464285714286,151,427,49,627,100,0.133304254812593,-0.025374218650611,"Fail","M - 55<=",20.1333042548126,4.97462578134939,66,"g60","M - g60","0be060"
"Fail","M","HE Qualification","55<=",3,1,1,0,3893,4,2815,0,-6.58298152316566,-3.02291578714285,6708,8,265.75,973,704,0,1677,66.6666666666667,-1.64574538079142,-0.755728946785714,"Fail","M - 55<=",18.3542546192086,4.24427105321429,66,"g60","M - g60","ec8c6a"
"Fail","M","Lower Than A Level","0-35",1,1,1,1,422,3,910,111,3.77868932384715,0.012053768215515,1443,9,229.057142857143,141,303,37,481,100,1.25956310794905,0.004017922738505,"Fail","M - 0-35",21.259563107949,5.00401792273851,76,"g60","M - g60","5f03fe"
"Fail","M","Lower Than A Level","0-35",2,0,1,0,0,21,2078,0,21.7364266556619,-39.2545126913269,2078,21,767.983333333333,0,99,0,99,33.3333333333333,1.0350679359839,-1.86926250911081,"Fail","M - 0-35",21.0350679359839,3.13073749088919,37,"l60","M - l60","9bfb4f"
"Fail","M","Lower Than A Level","0-35",2,0,1,1,0,2,507,18,2.40704632058573,-1.21047645911842,525,4,136.9,0,254,9,262,66.6666666666667,1.20352316029286,-0.605238229559208,"Fail","M - 0-35",21.2035231602929,4.39476177044079,68,"g60","M - g60","1ee0e4"
"Fail","M","Lower Than A Level","0-35",2,1,0,0,7970,132,0,0,185.745985714531,-268.435934253293,7970,132,1342,60,0,0,60,33.3333333333333,1.40716655844342,-2.03360556252495,"Fail","M - 0-35",21.4071665584434,2.96639443747505,10,"l60","M - l60","d85edf"
"Fail","M","Lower Than A Level","0-35",2,1,1,0,91785,452,111216,0,312.878861114878,-655.210865288251,203001,904,22927.4627705628,203,246,0,449,66.6666666666667,0.69220986972318,-1.44958156037224,"Fail","M - 0-35",20.6922098697232,3.55041843962776,51,"l60","M - l60","4deae0"
"Fail","M","Lower Than A Level","0-35",2,1,1,1,63067,236,195555,48548,19.1101073761157,-272.126765523652,307170,708,13398.9637584638,267,829,206,1302,100,0.0809750312547274,-1.15307951493073,"Fail","M - 0-35",20.0809750312547,3.84692048506927,57,"l60","M - l60","c42537"
"Fail","M","Lower Than A Level","0-35",3,1,0,0,191,3,0,0,0.896980684631656,-6.64879197421361,191,3,170,64,0,0,64,33.3333333333333,0.298993561543885,-2.21626399140454,"Fail","M - 0-35",20.2989935615439,2.78373600859546,57,"l60","M - l60","f580e7"
"Fail","M","Lower Than A Level","0-35",3,1,1,0,55321,152,84375,0,-69.1277379838156,-267.616773104203,139696,304,11537.0714285714,364,555,0,919,66.6666666666667,-0.454787749893524,-1.76063666515923,"Fail","M - 0-35",19.5452122501065,3.23936333484077,76,"g60","M - g60","6bd8ac"
"Fail","M","Lower Than A Level","0-35",3,1,1,1,42645,98,116252,37979,-123.529481415962,-153.0278301325,196876,294,7063.52218614719,435,1186,388,2009,100,-1.26050491240777,-1.5615084707398,"Fail","M - 0-35",18.7394950875922,3.4384915292602,72,"g60","M - g60","fa634f"
"Fail","M","Lower Than A Level","35-55",2,0,1,0,0,6,830,0,6.27705373546391,-7.27096061172934,830,6,223.618181818182,0,138,0,138,33.3333333333333,1.04617562257732,-1.21182676862156,"Fail","M - 35-55",21.0461756225773,3.78817323137844,37,"l60","M - l60","4b3412"
"Fail","M","Lower Than A Level","35-55",2,0,1,1,0,3,706,316,1.51205165278247,-4.78455949552649,1022,6,120.5,0,235,105,341,66.6666666666667,0.504017217594158,-1.5948531651755,"Fail","M - 35-55",20.5040172175942,3.4051468348245,40,"l60","M - l60","8b3902"
"Fail","M","Lower Than A Level","35-55",2,1,0,0,2576,32,0,0,37.3813191680259,-52.0681889620839,2576,32,450.5,80,0,0,80,33.3333333333333,1.16816622400081,-1.62713090506512,"Fail","M - 35-55",21.1681662240008,3.37286909493488,14,"l60","M - l60","9ee3a1"
"Fail","M","Lower Than A Level","35-55",2,1,1,0,30173,131,39185,0,65.8295622634181,-124.053065682132,69358,262,7043.04141414141,230,299,0,529,66.6666666666667,0.50251574246884,-0.946969967039179,"Fail","M - 35-55",20.5025157424688,4.05303003296082,54,"l60","M - l60","8f496f"
"Fail","M","Lower Than A Level","35-55",2,1,1,1,31750,90,104797,18667,-26.172915553694,-56.469001268266,155214,270,5275.27112609613,353,1164,207,1725,100,-0.290810172818822,-0.627433347425177,"Fail","M - 35-55",19.7091898271812,4.37256665257482,59,"l60","M - l60","4e5cfc"
"Fail","M","Lower Than A Level","35-55",3,0,1,0,0,1,2,0,0.791399225581504,-2.64624319362016,2,1,0,0,2,0,2,33.3333333333333,0.791399225581504,-2.64624319362016,"Fail","M - 35-55",20.7913992255815,2.35375680637984,0,"l60","M - l60","446d5a"
"Fail","M","Lower Than A Level","35-55",3,1,0,0,258,3,0,0,1.1195376755224,-5.11958652962962,258,3,145,86,0,0,86,33.3333333333333,0.373179225174134,-1.70652884320987,"Fail","M - 35-55",20.3731792251741,3.29347115679013,48,"l60","M - l60","692116"
"Fail","M","Lower Than A Level","35-55",3,1,1,0,16769,43,21049,0,-27.6280381470967,-59.1873768472611,37818,86,3338.04166666667,390,490,0,879,66.6666666666667,-0.642512515048762,-1.37645062435491,"Fail","M - 35-55",19.3574874849512,3.62354937564509,78,"g60","M - g60","05b649"
"Fail","M","Lower Than A Level","35-55",3,1,1,1,17033,22,61638,5158,-50.8767060339409,-20.8723743091901,83829,66,1635.3630952381,774,2802,234,3810,100,-2.31257754699731,-0.948744286781366,"Fail","M - 35-55",17.6874224530027,4.05125571321863,74,"g60","M - g60","b91531"
"Fail","M","Lower Than A Level","55<=",2,1,1,1,580,2,1095,56,-0.22142013355354,-0.908233152352495,1731,6,136.904761904762,290,548,28,866,100,-0.11071006677677,-0.454116576176248,"Fail","M - 55<=",19.8892899332232,4.54588342382375,68,"g60","M - g60","567ad5"
"Fail","M","No Formal quals","0-35",1,1,1,0,60,2,56,0,3.85402444988157,-1.55813323107947,116,4,1,30,28,0,58,66.6666666666667,1.92701222494079,-0.779066615539734,"Fail","M - 0-35",21.9270122249408,4.22093338446027,0,"l60","M - l60","29045e"
"Fail","M","No Formal quals","0-35",2,0,1,0,0,1,4,0,0.993589838598983,-2.12166106698037,4,1,0,0,4,0,4,33.3333333333333,0.993589838598983,-2.12166106698037,"Fail","M - 0-35",20.993589838599,2.87833893301963,0,"l60","M - l60","9c3c0e"
"Fail","M","No Formal quals","0-35",2,1,0,0,36,1,0,0,1.49870854928935,-1.336517566909,36,1,0,36,0,0,36,33.3333333333333,1.49870854928935,-1.336517566909,"Fail","M - 0-35",21.4987085492894,3.663482433091,0,"l60","M - l60","9c67a4"
"Fail","M","No Formal quals","0-35",2,1,1,0,279,5,400,0,3.14184062216619,-6.82104463198913,679,10,197.166666666667,56,80,0,136,66.6666666666667,0.628368124433238,-1.36420892639783,"Fail","M - 0-35",20.6283681244332,3.63579107360217,39,"l60","M - l60","84d23e"
"Fail","M","No Formal quals","0-35",2,1,1,1,655,2,1507,99,0.188987709354053,-1.59049905754385,2261,6,93.6153846153846,328,754,50,1130,100,0.0944938546770265,-0.795249528771923,"Fail","M - 0-35",20.094493854677,4.20475047122808,47,"l60","M - l60","21da96"
"Fail","M","No Formal quals","0-35",3,0,1,1,0,1,284,104,-0.534073930475087,-1.81625243217616,388,2,70,0,284,104,388,66.6666666666667,-0.534073930475087,-1.81625243217616,"Fail","M - 0-35",19.4659260695249,3.18374756782384,70,"g60","M - g60","b15d0c"
"Fail","M","No Formal quals","0-35",3,1,1,0,2374,9,2268,0,-4.60543101697728,-15.4695699913687,4642,18,564.583333333333,264,252,0,516,66.6666666666667,-0.511714557441921,-1.71884111015208,"Fail","M - 0-35",19.4882854425581,3.28115888984792,63,"g60","M - g60","053a0c"
"Fail","M","No Formal quals","0-35",3,1,1,1,2120,4,6068,1094,-6.54794120429697,-4.12787048906234,9282,12,288.310606060606,530,1517,274,2320,100,-1.63698530107424,-1.03196762226559,"Fail","M - 0-35",18.3630146989258,3.96803237773441,72,"g60","M - g60","8f6b43"
"Fail","M","No Formal quals","35-55",2,1,0,0,178,2,0,0,1.26990141269916,-2.50859716974491,178,2,43,89,0,0,89,33.3333333333333,0.634950706349579,-1.25429858487246,"Fail","M - 35-55",20.6349507063496,3.74570141512755,22,"l60","M - l60","38869d"
"Fail","M","No Formal quals","35-55",2,1,1,1,184,2,1248,4,0.064881871799879,-0.999396192960192,1436,6,125.9,92,624,2,718,100,0.0324409358999395,-0.499698096480096,"Fail","M - 35-55",20.0324409358999,4.5003019035199,63,"g60","M - g60","053429"
"Fail","M","No Formal quals","35-55",3,1,0,0,384,1,0,0,-0.0904164299030196,-2.22842481487929,384,1,0,384,0,0,384,33.3333333333333,-0.0904164299030196,-2.22842481487929,"Fail","M - 35-55",19.909583570097,2.77157518512071,0,"l60","M - l60","f2047e"
"Fail","M","No Formal quals","35-55",3,1,1,0,89,1,222,0,0.111208132668562,-0.633770637838031,311,2,61.9090909090909,89,222,0,311,66.6666666666667,0.111208132668562,-0.633770637838031,"Fail","M - 35-55",20.1112081326686,4.36622936216197,62,"g60","M - g60","3180b6"
"Fail","M","No Formal quals","35-55",3,1,1,1,2159,1,5291,1073,-6.26557535084264,0.141615479131852,8523,3,53.9166666666667,2159,5291,1073,8523,100,-6.26557535084264,0.141615479131852,"Fail","M - 35-55",13.7344246491574,5.14161547913185,54,"l60","M - l60","616b6e"
"Fail","M","Post Graduate Qualification","0-35",2,1,1,0,116,1,156,0,0.417427759978128,-0.770253314537764,272,2,73,116,156,0,272,66.6666666666667,0.417427759978128,-0.770253314537764,"Fail","M - 0-35",20.4174277599781,4.22974668546224,73,"g60","M - g60","39a542"
"Fail","M","Post Graduate Qualification","0-35",3,1,1,1,403,2,1803,696,-2.1394284134992,-2.98884546035459,2902,6,135.027777777778,202,902,348,1451,100,-1.0697142067496,-1.49442273017729,"Fail","M - 0-35",18.9302857932504,3.50557726982271,68,"g60","M - g60","f67a9d"
"Fail","M","Post Graduate Qualification","35-55",2,1,1,1,1493,3,3455,345,-1.92926866076927,-0.486413088977328,5293,9,198.75,498,1152,115,1764,100,-0.643089553589758,-0.162137696325776,"Fail","M - 35-55",19.3569104464102,4.83786230367422,66,"g60","M - g60","bc2914"
"Fail","M","Post Graduate Qualification","35-55",3,1,0,0,780,1,0,0,-1.2650806981767,-1.18656882166363,780,1,76,780,0,0,780,33.3333333333333,-1.2650806981767,-1.18656882166363,"Fail","M - 35-55",18.7349193018233,3.81343117833637,76,"g60","M - g60","f4534c"
"Fail","M","Post Graduate Qualification","35-55",3,1,1,0,1402,5,1714,0,-1.86067984846624,-4.72363766480424,3116,10,333.4,280,343,0,623,66.6666666666667,-0.372135969693249,-0.944727532960849,"Fail","M - 35-55",19.6278640303067,4.05527246703915,67,"g60","M - g60","fc774d"
"Fail","M","Post Graduate Qualification","35-55",3,1,1,1,407,2,1696,643,-2.58335682854552,-1.64142782911776,2746,6,169.515151515152,204,848,322,1373,100,-1.29167841427276,-0.820713914558882,"Fail","M - 35-55",18.7083215857272,4.17928608544112,85,"g60","M - g60","70b3c1"
"Pass","F","A Level or Equivalent","0-35",1,0,0,1,0,2,0,11,3.14856144751003,3.40391280238076,11,2,153.666666666667,0,0,6,6,33.3333333333333,1.57428072375501,1.70195640119038,"Pass","F - 0-35",21.574280723755,6.70195640119038,77,"g60","F - g60","a9657d"
"Pass","F","A Level or Equivalent","0-35",1,0,1,0,0,5,1862,0,6.77361297642583,7.41843650752529,1862,5,357.332756132756,0,372,0,372,33.3333333333333,1.35472259528517,1.48368730150506,"Pass","F - 0-35",21.3547225952852,6.48368730150506,71,"g60","F - g60","59089f"
"Pass","F","A Level or Equivalent","0-35",1,0,1,1,0,29,8776,2678,27.7121547683671,34.1287289323156,11454,58,2174.63971861472,0,303,92,395,66.6666666666667,0.955591543736796,1.17685272180399,"Pass","F - 0-35",20.9555915437368,6.17685272180399,75,"g60","F - g60","f63c12"
"Pass","F","A Level or Equivalent","0-35",1,1,1,0,6984,94,27524,0,126.385565277179,156.757985194943,34508,188,7067.74098124098,74,293,0,367,66.6666666666667,1.34452729018276,1.66763814037174,"Pass","F - 0-35",21.3445272901828,6.66763814037174,75,"g60","F - g60","40e50a"
"Pass","F","A Level or Equivalent","0-35",1,1,1,1,285568,1482,1069264,197613,1110.04043433634,2433.76400562107,1552445,4446,110742.768589744,193,722,133,1048,100,0.749015137878772,1.64221592821934,"Pass","F - 0-35",20.7490151378788,6.64221592821934,75,"g60","F - g60","9e552e"
"Pass","F","A Level or Equivalent","0-35",3,1,1,1,116924,207,474799,109957,-426.317003259737,125.060412885453,701680,621,16051.0098540349,565,2294,531,3390,100,-2.05950243120646,0.604156583987696,"Pass","F - 0-35",17.9404975687935,5.6041565839877,78,"g60","F - g60","e875fb"
"Pass","F","A Level or Equivalent","35-55",1,0,1,0,0,2,264,0,2.5571096378523,4.38551886508933,264,2,170.454545454545,0,132,0,132,33.3333333333333,1.27855481892615,2.19275943254466,"Pass","F - 35-55",21.2785548189261,7.19275943254466,85,"g60","F - g60","c739c6"
"Pass","F","A Level or Equivalent","35-55",1,0,1,1,0,15,7413,1561,9.51308719383457,22.9884343246962,8974,30,1155.70966810967,0,494,104,598,66.6666666666667,0.634205812922305,1.53256228831308,"Pass","F - 35-55",20.6342058129223,6.53256228831308,77,"g60","F - g60","669557"
"Pass","F","A Level or Equivalent","35-55",1,1,1,0,1289,23,6913,0,26.1678385079297,43.0832753433634,8202,46,1676.24426406926,56,301,0,357,66.6666666666667,1.13773210904042,1.87318588449406,"Pass","F - 35-55",21.1377321090404,6.87318588449406,73,"g60","F - g60","4d3707"
"Pass","F","A Level or Equivalent","35-55",1,1,1,1,169485,662,711154,144377,160.880466140414,1404.44478414879,1025016,1986,50443.2393939394,256,1074,218,1548,100,0.243021852175852,2.12151780082898,"Pass","F - 35-55",20.2430218521759,7.12151780082898,76,"g60","F - g60","04c328"
"Pass","F","A Level or Equivalent","35-55",3,1,1,1,38767,60,177661,31125,-156.098925761115,64.4642687223866,247553,180,4758.61515151515,646,2961,519,4126,100,-2.60164876268525,1.07440447870644,"Pass","F - 35-55",17.3983512373148,6.07440447870644,79,"g60","F - g60","43fadd"
"Pass","F","A Level or Equivalent","55<=",1,1,1,1,2770,2,7667,2021,-6.56573231136968,7.19575446973536,12458,6,148.228571428571,1385,3834,1010,6229,100,-3.28286615568484,3.59787723486768,"Pass","F - 55<=",16.7171338443152,8.59787723486768,74,"g60","F - g60","c323db"
"Pass","F","HE Qualification","0-35",1,0,1,1,0,5,1028,508,5.84286861165123,8.11938060597614,1536,10,368.818181818182,0,206,102,307,66.6666666666667,1.16857372233025,1.62387612119523,"Pass","F - 0-35",21.1685737223302,6.62387612119523,74,"g60","F - g60","0e0617"
"Pass","F","HE Qualification","0-35",1,1,1,0,809,10,1969,0,13.7594120423863,16.9312637207948,2778,20,683.844444444444,81,197,0,278,66.6666666666667,1.37594120423863,1.69312637207948,"Pass","F - 0-35",21.3759412042386,6.69312637207948,68,"g60","F - g60","32ca4d"
"Pass","F","HE Qualification","0-35",1,1,1,1,60019,288,237673,40766,181.169008001631,520.622119581561,338458,864,21404.2737373737,208,825,142,1175,100,0.629059055561217,1.80771569299153,"Pass","F - 0-35",20.6290590555612,6.80771569299153,74,"g60","F - g60","41e8a6"
"Pass","F","HE Qualification","0-35",2,1,1,1,114,1,466,58,0.613562988446739,0.642184343299198,638,3,53.3636363636364,114,466,58,638,100,0.613562988446739,0.642184343299198,"Pass","F - 0-35",20.6135629884467,5.6421843432992,53,"l60","F - l60","1e18a8"
"Pass","F","HE Qualification","0-35",3,1,1,0,774,2,2117,0,-1.55774837481624,0.503794989921158,2891,4,155.666666666667,387,1058,0,1446,66.6666666666667,-0.778874187408122,0.251897494960579,"Pass","F - 0-35",19.2211258125919,5.25189749496058,78,"g60","F - g60","485dd9"
"Pass","F","HE Qualification","0-35",3,1,1,1,34628,72,143577,36397,-133.57481954973,52.9163632910295,214602,216,5703.77474747475,481,1994,506,2981,100,-1.85520582707958,0.734949490153187,"Pass","F - 0-35",18.1447941729204,5.73494949015319,79,"g60","F - g60","6297df"
"Pass","F","HE Qualification","35-55",1,0,1,0,0,1,76,0,1.22762812377016,2.23231680019912,76,1,82.5555555555556,0,76,0,76,33.3333333333333,1.22762812377016,2.23231680019912,"Pass","F - 35-55",21.2276281237702,7.23231680019912,83,"g60","F - g60","e8becb"
"Pass","F","HE Qualification","35-55",1,0,1,1,0,1,56,1,1.42111724427184,1.97913801407215,57,2,64.25,0,56,1,57,66.6666666666667,1.42111724427184,1.97913801407215,"Pass","F - 35-55",21.4211172442718,6.97913801407215,64,"g60","F - g60","a47eee"
"Pass","F","HE Qualification","35-55",1,1,1,0,574,9,3627,0,10.5186526058863,18.8425394300295,4201,18,612.754545454545,64,403,0,467,66.6666666666667,1.16873917843181,2.0936154922255,"Pass","F - 35-55",21.1687391784318,7.0936154922255,68,"g60","F - g60","8ccb47"
"Pass","F","HE Qualification","35-55",1,1,1,1,72909,245,268878,54717,31.5695049228349,571.306206315395,396504,735,18979.4653818404,298,1097,223,1618,100,0.12885512213402,2.33186206659345,"Pass","F - 35-55",20.128855122134,7.33186206659345,77,"g60","F - g60","cfb50d"
"Pass","F","HE Qualification","35-55",2,1,1,1,600,3,1849,250,1.35463743881566,2.34814202965525,2699,9,100.807692307692,200,616,83,900,100,0.451545812938552,0.782714009885082,"Pass","F - 35-55",20.4515458129386,5.78271400988508,34,"l60","F - l60","bb3049"
"Pass","F","HE Qualification","35-55",3,1,1,1,28817,46,128734,23445,-115.341132355062,58.4546325981857,180996,138,3662.54552669553,626,2799,510,3935,100,-2.50741592076222,1.27075288256925,"Pass","F - 35-55",17.4925840792378,6.27075288256925,80,"g60","F - g60","97d619"
"Pass","F","HE Qualification","55<=",1,1,1,1,287,2,1638,424,-0.047473425297562,5.08529426916711,2349,6,180.285714285714,144,819,212,1174,100,-0.023736712648781,2.54264713458356,"Pass","F - 55<=",19.9762632873512,7.54264713458356,90,"g60","F - g60","4d4c09"
"Pass","F","HE Qualification","55<=",3,1,1,1,4807,3,19138,2445,-17.2045971771709,7.72761909163069,26390,9,258.3,1602,6379,815,8797,100,-5.73486572572365,2.57587303054356,"Pass","F - 55<=",14.2651342742764,7.57587303054356,86,"g60","F - g60","3591c6"
"Pass","F","Lower Than A Level","0-35",1,0,1,0,0,4,354,0,6.059300289714,5.32643595161798,354,4,291.858441558442,0,88,0,88,33.3333333333333,1.5148250724285,1.3316089879045,"Pass","F - 0-35",21.5148250724285,6.3316089879045,73,"g60","F - g60","a28ccd"
"Pass","F","Lower Than A Level","0-35",1,0,1,1,0,43,11915,3789,40.4308092988947,36.1004955845469,15704,86,3128.61832611833,0,277,88,365,66.6666666666667,0.940251379044063,0.839546408942951,"Pass","F - 0-35",20.9402513790441,5.83954640894295,73,"g60","F - g60","a80dfb"
"Pass","F","Lower Than A Level","0-35",1,1,1,0,3951,60,11891,0,90.5241333646127,90.2444500798105,15842,120,4322.63300865801,66,198,0,264,66.6666666666667,1.50873555607688,1.50407416799684,"Pass","F - 0-35",21.5087355560769,6.50407416799684,72,"g60","F - g60","1ccca5"
"Pass","F","Lower Than A Level","0-35",1,1,1,1,173678,1048,729642,132025,871.898393122799,1542.81487210075,1035345,3144,79271.9485486736,166,696,126,988,100,0.83196411557519,1.47215159551598,"Pass","F - 0-35",20.8319641155752,6.47215159551598,76,"g60","F - g60","842517"
"Pass","F","Lower Than A Level","0-35",2,1,1,0,214,1,604,0,0.789875573371602,0.754537362620072,818,2,58.6666666666667,214,604,0,818,66.6666666666667,0.789875573371602,0.754537362620072,"Pass","F - 0-35",20.7898755733716,5.75453736262007,59,"l60","F - l60","41c8de"
"Pass","F","Lower Than A Level","0-35",2,1,1,1,17738,65,51562,10881,16.7723102782528,44.3483266216354,80181,195,3944.74505494506,273,793,167,1234,100,0.258035542742351,0.68228194802516,"Pass","F - 0-35",20.2580355427424,5.68228194802516,61,"g60","F - g60","51c72f"
